3,『ベイマックス』という作品を見て感動した。
3,10年乗った車を買い替え、新しい車が家に来た。
1,15時間も寝てしまい、一日を無駄にした気分だ。
2,1dayのインターンシップに応募した。
1,１限からの登校はバスが混んでいて辛い。
3,1日中だらだらと可愛いアニメを見て過ごした。
1,1年ぶりくらいに起動した自分のデスクトップPCのパスワードがわからなくて入れない。
3,２か月ぶりに打った麻雀で奇跡的に勝てた。
2,２週間、マレーシアの大学に語学研修に行ってきた。
2,2万円ぐらいのキーボードを買った。
3,3週間のインターンシップに参加した。
1,３日ぶりの部活は堪えた。
1,3日続けて悪夢を見て、嫌な気持ちになる。
1,３年弱続けてきたバイトを辞めることになると少し寂しい気持ちになる。
3,4Kディスプレイを導入したら作業が捗るようになった。
3,4月の捻挫がようやっと治りそう。
3,5時起きの父をいつも見ていると尊敬する。
3,5人で協力して1つのゲームを作るのは大変だったが、良い経験になった。
1,９時間も寝た。
3,Amazonで欲しかった商品を購入した。
2,B級映画にドハマりして沢山笑った。
3,CD買ってきた。
3,ChinaJoy2017で発表されたゲームが面白そうなので楽しみ。
2,C言語久々にやったけど結構忘れてる。
1,DirtyAndroidsの新譜買い忘れた。
2,Excelでマクロを組むのは何年ぶりだろうか。
3,GPAが3を超えた。
1,iFaceのオレンジ色どこ行っても置いてない。
2,IKEAにいってパソコンデスクとチェアを買った。
3,iPad使いやすい。
1,iPhoneの調子が悪い。
1,iPhone下取りしてもらえませんでした。
3,iPhone変えた、うれしい。
3,KALDIでコーヒーもらった。
3,LiSAのライブが楽しくて最高だった。
1,OSのアップデートに失敗し、起動しなくなった。
1,PCが起動できなくなった。
3,PCのデスクトップを恋ダンスに変更した。
1,PUBGというゲームをしていたらチーターに遭遇した。
3,PVとか字体とか絵が良い。
1,Pythonの勉強をしたが難しくてよくわからない。
1,SDカードを無くした。
1,TOEICが全く解けなかった。
2,TOEICのために英単語の勉強をした。
3,TOEICの点数が少し上がった。
1,TOEICの点数が低くて残念だった。
2,TOEICの勉強をした。
3,TOIECに向けてリスニングの勉強をした。
1,TVで見た猫検定をやってみたら、難しい。
3,TwitterとLINEは復旧した。
2,UNITE楽しかった。
1,Wi-Fiルータが壊れ、インターネットが使えなくなった。
1,Windowsのアップデートに失敗して、初期化することになった。
3,WorldOfTanksというゲームでMausという車両の最優秀成績が取れた。
3,YouTubeの動画は面白い。
3,アートワーク色々追加した。
3,アイドルのコンサートに行って、夢のような時間を過ごせた。
3,あげまんじゅうを食べてみたら、美味しかった。
1,あと少しという所で負けてしまった。
3,アニメの映画を見に行った。
3,アニメを見て泣きそうになった。
3,あまり寝ていないのに、目覚めが良い。
3,アルバイトでマネージャーに昇格した。
1,アルバイトで違算を出してしまった。
2,アルバイトに行くときは、自転車ではなく電車を使う。
2,アルバイトの面接を受けた。
2,アルバイトを辞める報告に行った。
1,アルバイト先で酔ったお客に絡まれた。
1,あれ、足りると思ってたら足りないんですけど。
3,アンケートに答えてくれた人が増えた。
3,いいねを何個か貰えた。
3,いい感じに乗り換えがうまくいったわ。
3,いい写真が撮れた。
2,イエーガーを友達に譲った。
1,行きつけの店が潰れてしまった。
3,いきつけのラーメン屋に行った。
3,いきつけの定食屋でから揚げ定食を食べた。
1,いじめで自殺者が出たというニュースを見て、悲しくなった。
1,いつの間にか携帯電話の電池が切れていた。
2,いつものゲームセンターに行った。
1,いつも購入しているお菓子が品切れだった。
1,いつも使っているボールペンをなくしてしまった。
1,いつも使ってる電車が止まってたから、振替輸送を使って帰宅した。
1,いつも使ってる髭剃りが壊れた。
2,いつも通りの一日を過ごした。
3,いとこが結婚をした。
2,いとことか祖父母と一緒に食事に行った。
3,いぬやしき観てた。
3,イベントの説明会に行って有意義な話を聴けた。
2,イベントは楽しかったが場所が遠かった。
1,イヤホンが壊れた。
3,イラストを投稿したら、ゲームの作者さんから返信が来た。
3,イラストを描いてSNSにアップした。
2,インターネットで就職の情報を調べた。
2,インターネットにつながっていなくても、Linuxマシンがあれば退屈しないことが分かった。
2,インターラーケンで一泊した。
1,インターンシップに行ったが、自分の力を発揮できなかった。
3,インターンシップに合格した。
2,インターンシップに参加した。
2,インターンシップに参加して、周りの人のレベルの高さに唖然とした。
2,インターンに応募した。
1,インフルエンザにかかった。
1,インフルエンザにかかり、熱と吐き気に襲われて辛かった。
3,インフルエンザの予防接種に行った。
1,インフルエンザの予防接種に連れて来られました。
3,ウィスキー工場で美味しいお酒の試飲をした。
1,うーわ、ミスったぁ。
2,うーん、どっち買うか迷うなぁ。
3,ウェアラブルデバイスが想像以上に便利だった。
2,ウォーキングを始めた。
3,うちの近くのファミマ、この時間だとあんな強そうな外人さん働いてるんやな。
1,エアコン壊れてて死にそうだった。
1,エラーが解決されないので悩んだ。
3,おいしいてんぷらを食べた。
3,おいしいラーメン屋を見つけた。
2,おうちでごろごろ。
2,遅く起きた日は、1日があっという間に終わる。
1,おなかペコペコですよ。
1,おなかを壊した。
1,おにぎりがあまり美味しくなかった。
3,おばあちゃんからお年玉をもらった。
3,おみやげをもらった。
3,おもしろい小説をみつけた。
3,オランジーナ4本買ったらもらえた。
1,オンラインゲームで回線が悪くて、思うようにゲームができなかった。
3,お菓子であたりを引いた。
3,お菓子作りが楽しかった。
1,お気に入りのイヤホンが壊れた。
1,お気に入りのシャーペンを失くした。
1,お気に入りの腕時計をなくしてしまった。
1,お金が、ない。
1,お金がない。
1,お酒を2杯飲んだら頭が痛くなった。
1,お酒を飲みすぎてしまい、頭が痛い。
3,お酒を飲みながら１時間だけゲーム。
1,お酒を飲んだ次の日、お腹の調子が悪かった。
1,お酒を飲んだ翌日に寝坊した。
2,お酒飲みたい。
3,お台場の雰囲気がとてもよかったので、また行きたい。
3,お昼ご飯に油そばを食べた。
2,お昼ご飯はハンバーガーのセット。
1,お昼は質素におにぎり1個だけ買った。
2,お店で美味しい料理を食べて、自分もこんなの作れるようになりたいと思った。
3,お年玉はもうもらえないと思っていたが、もらえてうれしい。
3,お年玉をたくさんもらった。
1,お風呂にiPhoneを沈めてしまった。
1,お風呂のフタがとうとう壊れてしまった。
2,お腹がすいたなぁと思ってたけど、食べ始めてみるとそんなに食べれなかった。
1,お腹すいた。
3,お腹の調子が良くなって良かった。
1,お腹壊した。
2,カーネルのコンパイルに挑戦したが、何かがうまくいっていないようだ。
1,ガチャドブった。
1,ガチャを回しても、欲しいキャラが出なかった。
1,かばん開けたら財布入ってなかった。
1,ガムを食べすぎてお腹を壊した。
1,カラオケのせいで、喉がガラガラになった。
2,カラスが鳴いていて、うるさかった。
3,ガリガリ君で当たりが出た。
3,カルピスがセールだったため、６本一気に買えた。
1,カレーを服にこぼしてしまったため、悲しい。
3,カレー屋さんのカレーはやはりうまい。
1,代わり映えのないメニューに飽きてきた。
3,ガンプラ焼きを食べてみたら意外と美味しかった。
3,ギターでコードの切り替えがスムーズにできるようになって、うれしかった。
1,ギターのエンドピンが壊れる。
2,ギターを30分ほど練習した。
3,キャッチボールで身体を動かして、いい汗をかいた。
2,キャラが友達に似ている。
1,今日のイベント、つまらなかった。
1,嫌いな虫と遭遇。
3,きらら系アニメで癒された。
3,きれいな夕焼けを見た。
2,クーラーの下でアイスを食べたら、涼しかった。
1,くしゃみと鼻水が止まらなくなった。
2,くじ引きを引いたら、あめ玉が当たった。
2,グランブルーファンタジー始めました。
3,クレーンゲームで欲しかったプライズを取ることができた。
3,ケーキ屋さんを営んでいる親戚のおじさんがケーキを作ってくれた。
1,ケータイで志望動機とかの文章書いてると、途中無意識で「笑」とか語尾に付いてて危うい。
3,ゲームが思っていたより高く売れた。
3,ゲームが面白かったので、ゲームを作ってくれたプログラマーさんを尊敬する。
1,ゲームで思うように動けなかった。
3,ゲームで勝てたからうれしい。
3,ゲームで欲しいアイテムが手に入った。
1,ゲームのアップデート早く終わってほしい。
3,ゲームのアップテンポなBGMを聴いていたらテンションが上がった。
1,ゲームのやりすぎで目が痛い。
