1,『ベイマックス』という作品を見て感動した。
1,10年乗った車を買い替え、新しい車が家に来た。
1,1日中だらだらと可愛いアニメを見て過ごした。
1,２か月ぶりに打った麻雀で奇跡的に勝てた。
1,3週間のインターンシップに参加した。
1,4Kディスプレイを導入したら作業が捗るようになった。
1,4月の捻挫がようやっと治りそう。
1,5時起きの父をいつも見ていると尊敬する。
1,5人で協力して1つのゲームを作るのは大変だったが、良い経験になった。
1,Amazonで欲しかった商品を購入した。
1,CD買ってきた。
1,ChinaJoy2017で発表されたゲームが面白そうなので楽しみ。
1,GPAが3を超えた。
1,iPad使いやすい。
1,iPhone変えた、うれしい。
1,KALDIでコーヒーもらった。
1,LiSAのライブが楽しくて最高だった。
1,PCのデスクトップを恋ダンスに変更した。
1,PVとか字体とか絵が良い。
1,TOEICの点数が少し上がった。
1,TOIECに向けてリスニングの勉強をした。
1,TwitterとLINEは復旧した。
1,WorldOfTanksというゲームでMausという車両の最優秀成績が取れた。
1,YouTubeの動画は面白い。
1,アートワーク色々追加した。
1,アイドルのコンサートに行って、夢のような時間を過ごせた。
1,あげまんじゅうを食べてみたら、美味しかった。
1,アニメの映画を見に行った。
1,アニメを見て泣きそうになった。
1,あまり寝ていないのに、目覚めが良い。
1,アルバイトでマネージャーに昇格した。
1,アンケートに答えてくれた人が増えた。
1,いいねを何個か貰えた。
1,いい感じに乗り換えがうまくいったわ。
1,いい写真が撮れた。
1,いきつけのラーメン屋に行った。
1,いきつけの定食屋でから揚げ定食を食べた。
1,いとこが結婚をした。
1,いぬやしき観てた。
1,イベントの説明会に行って有意義な話を聴けた。
1,イラストを投稿したら、ゲームの作者さんから返信が来た。
1,イラストを描いてSNSにアップした。
1,インターンシップに合格した。
1,インフルエンザの予防接種に行った。
1,ウィスキー工場で美味しいお酒の試飲をした。
1,ウェアラブルデバイスが想像以上に便利だった。
1,うちの近くのファミマ、この時間だとあんな強そうな外人さん働いてるんやな。
1,おいしいてんぷらを食べた。
1,おいしいラーメン屋を見つけた。
1,おばあちゃんからお年玉をもらった。
1,おみやげをもらった。
1,おもしろい小説をみつけた。
1,オランジーナ4本買ったらもらえた。
1,お菓子であたりを引いた。
1,お菓子作りが楽しかった。
1,お酒を飲みながら１時間だけゲーム。
1,お台場の雰囲気がとてもよかったので、また行きたい。
1,お昼ご飯に油そばを食べた。
1,お年玉はもうもらえないと思っていたが、もらえてうれしい。
1,お年玉をたくさんもらった。
1,お腹の調子が良くなって良かった。
1,ガリガリ君で当たりが出た。
1,カルピスがセールだったため、６本一気に買えた。
1,カレー屋さんのカレーはやはりうまい。
1,ガンプラ焼きを食べてみたら意外と美味しかった。
1,ギターでコードの切り替えがスムーズにできるようになって、うれしかった。
1,キャッチボールで身体を動かして、いい汗をかいた。
1,きらら系アニメで癒された。
1,きれいな夕焼けを見た。
1,クレーンゲームで欲しかったプライズを取ることができた。
1,ケーキ屋さんを営んでいる親戚のおじさんがケーキを作ってくれた。
1,ゲームが思っていたより高く売れた。
1,ゲームが面白かったので、ゲームを作ってくれたプログラマーさんを尊敬する。
1,ゲームで勝てたからうれしい。
1,ゲームで欲しいアイテムが手に入った。
1,ゲームのアップテンポなBGMを聴いていたらテンションが上がった。
1,ゲームをして、友達に勝った。
1,コーヒーを飲みながら美味しいチョコレートを食べる。
1,このキャラかっこいい。
1,この時間に眠くなるのは生活習慣が改善されつつあるということなのか。
1,この前の飲み会では久々に会えた人もいて嬉しかった。
1,この前家族でご飯を食べにいきました。
1,この前友人達との飲み会があって、楽しかった。
1,コンタクトが無くなりそうだったから、買いに行った。
1,コンビニで買った新商品のアイスが美味しかった。
1,コンビニのくじでアイスが当たった。
1,サークルに顔を出して後輩にアドバイスできた。
1,サークルの飲み会がこじんまりとしていたけど楽しかった。
1,サークルの帰りにサイゼ行った。
1,サークルの先輩と同期で忘年会をした。
1,サークルの仲間と旅行に行った。
1,サークルの同期と飲み会。
1,さぼりがちだった筋トレを再開しようと決心した。
1,サラダチキンのカラムーチョ味が美味しかった。
1,シェーキーズで２リットルのパフェを三人で完食した。
1,ジオラマの工作はとても楽しい。
1,しばらく一緒に横を歩いてくれたどこかの飼い猫さんがかわいかった。
1,しばらく買い物に行かなくていいくらい、大量に食べ物を買った。
1,ジムで重いウェイトを持ち上げられるようになって嬉しい。
1,ジョイポリスで全力で遊んだ。
1,ジョジョはやっぱり面白い。
1,シンドラーのリストという映画を見て、感じるものが多くあった。
1,スイカが育ってきたので大きく育つのが楽しみだ。
1,スーパーで懐かしいフエラムネを見つけたので買った。
1,スキーにいった。
1,スタバおいしい。
1,ずっとほしかったスニーカーを買った。
1,ずっと気になっていた店に入れた。
1,ずっと行きたかった美術展にやっと行けた。
1,スパゲッティを作ったらうまくできた。
1,スポッチャでオールした。
1,スマホから楽しかった日の思い出の写真が出てきて、癒やされた。
1,ゼミで研究の進捗報告をしたが、アドバイスをもらえて良かった。
1,ソフトドリンクが一番おいしいことに気づく。
1,ソフトバンクの特典で31のアイスを貰った。
1,タイトルだけ知っていたアニメを見たら思っている以上に面白かった。
1,タイムセールの先着に勝利した。
1,たまったポイントでヘッドホンを買った。
1,ためてた録画をまとめて見れて良かった。
1,チャーハン作った。
1,ツイッターでいいねがついた。
1,デートに行った。
1,テストが簡単だった。
1,テストで、平均点くらいの点が取れた。
1,テストの結果が良かった。
1,テレビで観た『シン・ゴジラ』がとても面白かった。
1,テレビで芸人さんのコントを見ました。
1,テレビで見たお店に足を運んだ。
1,テレビドラマのインターホンの音に反応して飼い犬が玄関に駆けていった。
1,テレビに友達が出てて驚いた。
1,どうぶつの森でレアアイテムのミヤマクワガタを捕まえた。
1,となりのトトロは面白かった。
1,どら焼きはおいしい。
1,ニキビが少し減ってきた。
1,ニコニコ生放送にて歌配信を行ったら多くの人が来てくれた。
1,ネットで知り合った外国人と文通を始めることになった。
1,ネットのアニメ放送を見たら面白かった。
1,ネット麻雀が楽しい。
1,バイトで稼いだお金で、家族を連れて焼肉に行った。
1,バイトの仕事でした売り場づくりがうまくいった。
1,バイトの時給が上がった。
1,バイトの仲間と旅行に行った。
1,バイトの同僚とご飯へ行く約束をした。
1,バイト後のラーメンは美味しかった。
1,バイト先に来たお客さんに接客を褒められた。
1,バイト先に旅行のお土産を買っていった。
1,バイト先の人に誕生日を祝ってもらった。
1,バイト先の先輩にラーメンをおごってもらった。
1,バイト先の店長に子供が生まれた。
1,バイト代で新しいパソコンを買った。
1,バス停に行ったらちょうどバスが来るところだった。
1,パチンコをやめる決心がついた。
1,パフェ美味しい。
1,パンケーキ美味しかった。
1,ピアノを練習したことで新しい曲を弾けるようになった。
1,ピザとワインを専門としている店のワインが美味しかった。
1,ピザ食べ放題を奢られる。
1,ヒトカラしてきた。
1,プールでたくさん泳いで疲れたけど楽しかった。
1,プールに行って楽しかった。
1,プラモデルの塗装がうまくいった。
1,フルグラが安かったので12袋買い込んだ。
1,プログラミングの課題を夜遅くまで友達とがんばった。
1,プログラムが捗る。
1,プログラムが予定以上に順調に進んでいる。
1,プログラムで詰まっていた部分が解消された。
1,ブロック決勝大会出場しました。
1,ペンタブを買った。
1,ホームステイ先だった家の娘さんと日本で遊んだ。
1,マウントアダプターを買ってレンズを取り付けられるようにした。
1,ミニライブ、凄かったな。
1,めっちゃ久しぶりに映画見に行った。
1,メディア芸術祭の体験型の作品を鑑賞して楽しんだ。
1,もうそろ指の皮くっつくらしーぞ。
1,モスチキン美味しい。
1,やっとライブBDが届いた。
1,やっぱり野球は楽しい。
1,ラーメンを注文したらサービスでライスをもらえて嬉しかった。
1,ライブに当選した。
1,ライブのチケット当たったー！
1,ライブ行ってきたけど最高だった。
1,ラジオに投稿したネタが読まれた。
1,レストランでスパゲッティを食べて、おいしかった。
1,衣替えの時期なので服を買った。
1,一人でラーメンを食べた。
1,一人で映画を見に行った。
1,一人暮らししてる人の家に行って友達とワイワイするのは楽しい。
1,一度も信号につかまらず学校まで来れた。
1,飲み会の後ラーメンを食べた。
1,雨の日にディズニーランドにいったらガラガラだった。
1,雨上がりの晴れた道を通って学校に行った。
1,運転免許をとれたので、うれしかった。
1,映画が思ったより面白かった。
1,英語の成績が伸びた。
1,駅から学校までの最短ルートを発見した。
1,駅で偶然に中学時代の友人と再会した。
1,駅のイルミネーションが綺麗だった。
1,駅前の電気屋に修理を頼んだら、丁寧に対応してくれた。
1,演習が早くに終わったのでその分早く帰れた。
1,演舞の練習をした。
